Location,Site,Date,Year,Time,Depth,Transect,Width,Family,Functional_Group,Species,Scientific_name,Length,Number,a,b,Biomass_g,Biomass_kg
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,2,5,Chaetodontidae,Grazer,cha.vaga,Chaetodon vagabundus,16,1,0.0278,2.973,105.6558393,0.105655839
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,2,5,Chaetodontidae,Grazer,cha.mela,Chaetodon melannotus,13,1,0.0267,3.049,66.51575769,0.066515758
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,2,5,Chaetodontidae,Grazer,cha.mela,Chaetodon melannotus,14,1,0.0267,3.049,83.37880033,0.0833788
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,2,5,Scaridae,Grazer,hip.long,Hipposcarus longiceps,40,1,0.01413,3.04,1048.104379,1.048104379
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,2,5,Scaridae,Grazer,chs.japa,Chlorurus japanensis,32,1,0.0243,2.969,715.1490388,0.715149039
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,2,5,Scaridae,Grazer,sca.rubr,Scarus rubroviolaceus,44,1,0.0234,2.956,1687.570671,1.687570671
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,2,5,Scaridae,Grazer,sca.pras,Scarus prasiognathos,40,1,0.0184,3.029,1310.561896,1.310561896
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,2,5,Scaridae,Grazer,sca.pras,Scarus prasiognathos,42,1,0.0184,3.029,1519.287356,1.519287356
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,2,5,Scaridae,Grazer,sca.pras,Scarus prasiognathos,30,3,0.0184,3.029,548.2998203,1.644899461
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,2,5,Scaridae,Grazer,sca.tric,Scarus tricolor,27,1,0.0231,2.969,410.5168575,0.410516857
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,2,5,Acanthuridae,Grubber,cten.str,Ctenochaetus striatus,15,6,0.0231,3.063,92.465454,0.554792724
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,2,5,Acanthuridae,Grubber,cten.str,Ctenochaetus striatus,18,24,0.0231,3.063,161.626163,3.879027913
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,2,5,Acanthuridae,Grazer,aca.line,Acanthurus lineatus,25,6,0.028,2.983,414.2028447,2.485217068
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,2,5,Acanthuridae,Grazer,zeb.scop,Zebrasoma scopas,12,3,0.0291,2.993,49.41769201,0.148253076
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,2,5,Zanclidae,Grazer,zan.corn,Zanclus cornutus,15,3,0.0147,3.37,135.1278534,0.40538356
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,2,5,Siganidae,Grazer,sig.arg,Siganus argenteus,25,3,0.0109,3.154,279.5949257,0.838784777
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,2,5,Acanthuridae,Grazer,nas.unic,Naso unicornis,35,12,0.0179,3.035,869.1596284,10.42991554
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,2,5,Acanthuridae,Planktivore,nas.vlam,Naso vlamingii,28,3,0.0085,3.25,429.2225473,1.287667642
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,2,5,Acanthuridae,Planktivore,nas.vlam,Naso vlamingii,30,12,0.0085,3.25,537.1097098,6.445316517
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,2,5,Acanthuridae,Planktivore,nas.vlam,Naso vlamingii,35,1,0.0085,3.25,886.4210685,0.886421069
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,3,5,Serranidae,Piscivore,gra.albo,Gracila albomarginata,35,1,0.0122,3.079,692.7002418,0.692700242
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,3,5,Serranidae,Piscivore,epi.macu,Epinephelus maculatus,28,1,0.011,3.062,296.886587,0.296886587
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,3,5,Serranidae,Piscivore,cep.urod,Cephalopholis urodeta,18,1,0.0282,2.818,97.18674295,0.097186743
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,3,5,Serranidae,Piscivore,cep.urod,Cephalopholis urodeta,20,1,0.0282,2.818,130.7831026,0.130783103
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,3,5,Balistidae,Grazer,blp.undu,Balistapus undulatus,12,1,0.0374,2.919,52.84472709,0.052844727
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,3,5,Balistidae,Grazer,blp.undu,Balistapus undulatus,18,1,0.0374,2.919,172.5885757,0.172588576
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,3,5,Balistidae,Grazer,blp.undu,Balistapus undulatus,20,1,0.0374,2.919,234.7351675,0.234735168
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,3,5,Balistidae,Planktivore,mel.nige,Melichthys niger,21,12,0.0374,2.919,270.6635187,3.247962225
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,3,5,Balistidae,Planktivore,mel.vidu,Melichthys vidua,20,3,0.0374,2.919,234.7351675,0.704205503
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,3,5,Chaetodontidae,Grazer,cha.klei,Chaetodon kleinii,11,6,0.045,2.814,38.34348031,0.230060882
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,3,5,Chaetodontidae,Grazer,forc.flav,Forcipiger flavissimus,13,4,0.0125,3,27.4625,0.10985
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,3,5,Chaetodontidae,Grazer,cha.baro,Chaetodon baronessa,12,1,0.045,2.814,48.98110068,0.048981101
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,3,5,Chaetodontidae,Grazer,cha.baro,Chaetodon baronessa,13,1,0.045,2.814,61.35487945,0.061354879
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,3,5,Scaridae,Grazer,sca.nigr,Scarus niger,15,1,0.0134,3.16,69.75143985,0.06975144
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,3,5,Acanthuridae,Grubber,cten.str,Ctenochaetus striatus,14,11,0.0231,3.063,74.85178357,0.823369619
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,3,5,Acanthuridae,Grubber,cten.str,Ctenochaetus striatus,15,6,0.0231,3.063,92.465454,0.554792724
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,3,5,Acanthuridae,Grubber,cten.str,Ctenochaetus striatus,18,10,0.0231,3.063,161.626163,1.61626163
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,3,5,Acanthuridae,Grubber,cten.str,Ctenochaetus striatus,20,8,0.0231,3.063,223.1859527,1.785487621
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,3,5,Acanthuridae,Grazer,aca.mata,Acanthurus mata,28,3,0.0222,3.008,500.5002892,1.501500867
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,3,5,Acanthuridae,Grazer,aca.mata,Acanthurus mata,30,1,0.0222,3.008,615.9333342,0.615933334
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,3,5,Acanthuridae,Grazer,aca.pyro,Acanthurus pyroferus,18,1,0.028,2.983,155.4661752,0.155466175
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,3,5,Acanthuridae,Grazer,aca.line,Acanthurus lineatus,25,9,0.028,2.983,414.2028447,3.727825602
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,3,5,Acanthuridae,Grazer,zeb.scop,Zebrasoma scopas,12,2,0.0291,2.993,49.41769201,0.098835384
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,3,5,Acanthuridae,Grazer,zeb.scop,Zebrasoma scopas,14,1,0.0291,2.993,78.38883314,0.078388833
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,3,5,Acanthuridae,Grazer,zeb.scop,Zebrasoma scopas,15,2,0.0291,2.993,96.36828436,0.192736569
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,3,5,Acanthuridae,Grazer,zeb.scop,Zebrasoma scopas,16,1,0.0291,2.993,116.9025803,0.11690258
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,3,5,Acanthuridae,Planktivore,nas.vlam,Naso vlamingii,25,5,0.0085,3.25,296.9777783,1.484888891
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,3,5,Acanthuridae,Planktivore,nas.vlam,Naso vlamingii,28,6,0.0085,3.25,429.2225473,2.575335284
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,3,5,Acanthuridae,Planktivore,nas.vlam,Naso vlamingii,30,5,0.0085,3.25,537.1097098,2.685548549
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,3,5,Acanthuridae,Planktivore,nas.vlam,Naso vlamingii,35,1,0.0085,3.25,886.4210685,0.886421069
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,4,5,Serranidae,Piscivore,epi.macu,Epinephelus maculatus,25,1,0.011,3.062,209.8384124,0.209838412
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,4,5,Serranidae,Piscivore,epi.macu,Epinephelus maculatus,30,1,0.011,3.062,366.7228466,0.366722847
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,4,5,Lutjanidae,Piscivore,lut.gibb,Lutjanus gibbus,30,1,0.0131,3.138,565.5588373,0.565558837
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,4,5,Lutjanidae,Piscivore,lut.gibb,Lutjanus gibbus,35,2,0.0131,3.138,917.3959506,1.834791901
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,4,5,Lutjanidae,Piscivore,lut.gibb,Lutjanus gibbus,40,1,0.0131,3.138,1394.875828,1.394875828
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,4,5,Lutjanidae,Planktivore,mcr.macu,Macolor macularis,18,1,0.0156,3.059,107.8954651,0.107895465
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,4,5,Lutjanidae,Planktivore,mcr.macu,Macolor macularis,22,1,0.0156,3.059,199.3405164,0.199340516
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,4,5,Lutjanidae,Planktivore,mcr.macu,Macolor macularis,35,1,0.0156,3.059,824.9521258,0.824952126
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,4,5,Lutjanidae,Planktivore,mcr.macu,Macolor macularis,38,1,0.0156,3.059,1060.91996,1.06091996
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,4,5,Lutjanidae,Planktivore,mcr.macu,Macolor macularis,40,1,0.0156,3.059,1241.155259,1.241155259
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,4,5,Balistidae,Grazer,blp.undu,Balistapus undulatus,14,1,0.0374,2.919,82.87419795,0.082874198
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,4,5,Balistidae,Grazer,blp.undu,Balistapus undulatus,16,1,0.0374,2.919,122.3764446,0.122376445
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,4,5,Balistidae,Grazer,blp.undu,Balistapus undulatus,18,1,0.0374,2.919,172.5885757,0.172588576
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,4,5,Balistidae,Grazer,blp.undu,Balistapus undulatus,20,1,0.0374,2.919,234.7351675,0.234735168
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,4,5,Balistidae,Grazer,mel.nige,Melichthys niger,20,5,0.0374,2.919,234.7351675,1.173675838
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,4,5,Balistidae,Grazer,mel.vidu,Melichthys vidua,20,3,0.0374,2.919,234.7351675,0.704205503
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,4,5,Chaetodontidae,Planktivore,hmt.poly,Hemitaurichthys polylepis,12,2,0.0265,3,45.792,0.091584
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,4,5,Chaetodontidae,Grazer,cha.baro,Chaetodon baronessa,12,2,0.045,2.814,48.98110068,0.097962201
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,4,5,Scaridae,Grazer,sca.fors,Scarus forsteri,30,1,0.0234,2.956,543.9842007,0.543984201
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,4,5,Scaridae,Grazer,sca.fors,Scarus forsteri,22,1,0.0234,2.956,217.4789872,0.217478987
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,4,5,Scaridae,Grazer,sca.fors,Scarus forsteri,26,1,0.0234,2.956,356.3502551,0.356350255
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,4,5,Scaridae,Grazer,sca.fors,Scarus forsteri,28,1,0.0234,2.956,443.6239639,0.443623964
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,4,5,Scaridae,Grazer,sca.nigr,Scarus niger,18,1,0.0134,3.16,124.0983235,0.124098324
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,4,5,Scaridae,Grazer,sca.nigr,Scarus niger,22,1,0.0134,3.16,233.9701588,0.233970159
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,4,5,Scaridae,Grazer,sca.rubr,Scarus rubroviolaceus,28,1,0.0234,2.956,443.6239639,0.443623964
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,4,5,Scaridae,Grazer,sca.rubr,Scarus rubroviolaceus,32,1,0.0234,2.956,658.32325,0.65832325
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,4,5,Scaridae,Grazer,sca.rubr,Scarus rubroviolaceus,35,1,0.0234,2.956,857.9875708,0.857987571
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,4,5,Scaridae,Grazer,sca.rubr,Scarus rubroviolaceus,38,1,0.0234,2.956,1094.097861,1.094097861
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,4,5,Scaridae,Grazer,sca.pras,Scarus prasiognathos,30,1,0.0184,3.029,548.2998203,0.54829982
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,4,5,Scaridae,Grazer,sca.pras,Scarus prasiognathos,35,1,0.0184,3.029,874.5807808,0.874580781
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,4,5,Scaridae,Grazer,sca.pras,Scarus prasiognathos,38,1,0.0184,3.029,1121.972823,1.121972823
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,4,5,Acanthuridae,Grubber,cten.str,Ctenochaetus striatus,14,3,0.0231,3.063,74.85178357,0.224555351
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,4,5,Acanthuridae,Grubber,cten.str,Ctenochaetus striatus,15,4,0.0231,3.063,92.465454,0.369861816
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,4,5,Acanthuridae,Grubber,cten.str,Ctenochaetus striatus,17,7,0.0231,3.063,135.6678761,0.949675133
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,4,5,Acanthuridae,Grubber,cten.str,Ctenochaetus striatus,18,4,0.0231,3.063,161.626163,0.646504652
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,4,5,Acanthuridae,Grazer,aca.pyro,Acanthurus pyroferus,20,1,0.028,2.983,212.8778662,0.212877866
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,4,5,Acanthuridae,Grazer,aca.line,Acanthurus lineatus,25,17,0.028,2.983,414.2028447,7.041448359
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,4,5,Acanthuridae,Grazer,zeb.scop,Zebrasoma scopas,12,4,0.0291,2.993,49.41769201,0.197670768
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,4,5,Zanclidae,Planktivore,zan.corn,Zanclus cornutus,15,2,0.0147,3.37,135.1278534,0.270255707
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,4,5,Acanthuridae,Planktivore,nas.vlam,Naso vlamingii,30,3,0.0085,3.25,537.1097098,1.611329129
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,4,5,Acanthuridae,Planktivore,nas.vlam,Naso vlamingii,35,3,0.0085,3.25,886.4210685,2.659263206
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,4,5,Acanthuridae,Planktivore,nas.vlam,Naso vlamingii,40,2,0.0085,3.25,1368.087571,2.736175143
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,1,1,Pomacentridae,Planktivore,acn.poly,Acanthochromis polyacanthus,12,12,0.0144,3.33,56.498386,0.677980632
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,1,1,Labridae,Planktivore,tha.ambl,Thalassoma amblycephalum,10,40,0.0123,3.097,15.37818607,0.615127443
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,1,1,Labridae,Picker,tha.luna,Thalassoma lunare,8,10,0.0211,2.832,7.617865463,0.076178655
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,1,1,Labridae,Picker,tha.luna,Thalassoma lunare,10,2,0.0211,2.832,14.33119665,0.028662393
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,1,1,Labridae,Picker,tha.luna,Thalassoma lunare,11,1,0.0211,2.832,18.77182685,0.018771827
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,1,1,Labridae,Picker,tha.luna,Thalassoma lunare,12,1,0.0211,2.832,24.01727574,0.024017276
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,1,1,Labridae,Picker,lab.dimi,Labroides dimidiatus,7,1,0.0059,3.231,3.172223506,0.003172224
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,1,1,Labridae,Picker,lab.bico,Labroides bicolor,7,1,0.0059,3.231,3.172223506,0.003172224
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,1,1,Anthiidae,Planktivore,psa.squa,Pseudanthias squamipinnis,7,12,0.0137,3.149,6.279633464,0.075355602
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,1,1,Anthiidae,Planktivore,psa.squa,Pseudanthias squamipinnis,8,22,0.0137,3.149,9.562048369,0.210365064
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,1,1,Anthiidae,Planktivore,psa.squa,Pseudanthias squamipinnis,10,4,0.0137,3.149,19.30725654,0.077229026
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,1,1,Labridae,Picker,hal.hort,Halichoeres hortulanus,12,1,0.016,2.987,26.76913665,0.026769137
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,1,1,Labridae,Picker,hal.hort,Halichoeres hortulanus,14,1,0.016,2.987,42.42329776,0.042423298
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,1,1,Labridae,Picker,bod.dian,Bodianus diana,13,1,0.0108,3.173,36.97992384,0.036979924
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,1,1,Labridae,Picker,bod.dian,Bodianus diana,20,1,0.0108,3.173,145.0747837,0.145074784
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,1,1,Pomacentridae,Planktivore,das.trim,Dascyllus trimaculatus,8,1,0.0311,3.133,20.99622984,0.02099623
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,1,1,Pomacentridae,Planktivore,das.trim,Dascyllus trimaculatus,10,2,0.0311,3.133,42.24354819,0.084487096
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,1,1,Pomacentridae,Grazer,pgy.lacr,Plectroglyphidodon lacrymatus,7,1,0.0395,2.989,13.26157596,0.013261576
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,1,1,Pomacentridae,Grazer,pgy.lacr,Plectroglyphidodon lacrymatus,8,2,0.0395,2.989,19.76664974,0.039533299
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,1,1,Pomacentridae,Grazer,pgy.lacr,Plectroglyphidodon lacrymatus,9,1,0.0395,2.989,28.1078713,0.028107871
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,1,1,Pomacentridae,Grazer,pgy.lacr,Plectroglyphidodon lacrymatus,10,1,0.0395,2.989,38.51209069,0.038512091
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,1,1,Pomacentridae,Planktivore,pom.lepi,Pomacentrus lepidogenys,7,6,0.0215,3.21,11.09693822,0.066581629
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,1,1,Pomacentridae,Planktivore,chr.atri,Chromis atripectoralis,6,3,0.0185,3.238,6.121043659,0.018363131
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,1,1,Pomacentridae,Planktivore,chr.lepi,Chromis lepidolepis,6,12,0.0185,3.238,6.121043659,0.073452524
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,1,1,Pomacentridae,Planktivore,chr.marg,Chromis margaritifer,6,60,0.0229,3.175,6.76808341,0.406085005
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,1,1,Pomacentridae,Planktivore,chr.marg,Chromis margaritifer,7,47,0.0229,3.175,11.04133939,0.518942951
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,2,1,Pomacentridae,Planktivore,acn.poly,Acanthochromis polyacanthus,12,6,0.0144,3.33,56.498386,0.338990316
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,2,1,Labridae,Planktivore,tha.ambl,Thalassoma amblycephalum,8,30,0.0123,3.097,7.705038288,0.231151149
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,2,1,Labridae,Planktivore,tha.ambl,Thalassoma amblycephalum,10,15,0.0123,3.097,15.37818607,0.230672791
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,2,1,Labridae,Planktivore,tha.jans,Thalassoma jansenii,12,1,0.0123,3.097,27.0476433,0.027047643
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,2,1,Labridae,Picker,tha.luna,Thalassoma lunare,8,46,0.0211,2.832,7.617865463,0.350421811
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,2,1,Labridae,Picker,tha.luna,Thalassoma lunare,10,6,0.0211,2.832,14.33119665,0.08598718
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,2,1,Labridae,Picker,tha.luna,Thalassoma lunare,12,1,0.0211,2.832,24.01727574,0.024017276
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,2,1,Anthiidae,Planktivore,psa.squa,Pseudanthias squamipinnis,7,72,0.0137,3.149,6.279633464,0.452133609
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,2,1,Anthiidae,Planktivore,psa.squa,Pseudanthias squamipinnis,8,55,0.0137,3.149,9.562048369,0.52591266
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,2,1,Anthiidae,Planktivore,psa.squa,Pseudanthias squamipinnis,10,28,0.0137,3.149,19.30725654,0.540603183
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,2,1,Anthiidae,Planktivore,psa.squa,Pseudanthias squamipinnis,11,12,0.0137,3.149,26.06550435,0.312786052
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,2,1,Labridae,Picker,bod.dian,Bodianus diana,14,1,0.0108,3.173,46.78299406,0.046782994
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,2,1,Pomacentridae,Planktivore,das.reti,Dascyllus reticulatus,4,23,0.0311,3.133,2.393394793,0.05504808
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,2,1,Pomacentridae,Planktivore,das.reti,Dascyllus reticulatus,5,16,0.0311,3.133,4.815411578,0.077046585
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,2,1,Pomacentridae,Grazer,pgy.lacr,Plectroglyphidodon lacrymatus,7,1,0.0395,2.989,13.26157596,0.013261576
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,2,1,Pomacentridae,Grazer,pgy.lacr,Plectroglyphidodon lacrymatus,8,13,0.0395,2.989,19.76664974,0.256966447
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,2,1,Pomacentridae,Planktivore,pom.lepi,Pomacentrus lepidogenys,6,5,0.0215,3.21,6.765563485,0.033827817
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,2,1,Pomacentridae,Planktivore,pom.brac,Pomacentrus brachialis,8,6,0.028,3.024,15.06961482,0.090417689
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,2,1,Pomacentridae,Planktivore,pom.aurv,Pomacentrus auriventris,6,6,0.028,3.024,6.31375045,0.037882503
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,2,1,Pomacentridae,Planktivore,chr.lepi,Chromis lepidolepis,8,6,0.0185,3.238,15.53735563,0.093224134
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,2,1,Pomacentridae,Planktivore,chr.marg,Chromis margaritifer,6,12,0.0229,3.175,6.76808341,0.081217001
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,2,1,Pomacentridae,Planktivore,chr.marg,Chromis margaritifer,7,44,0.0229,3.175,11.04133939,0.485818933
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,3,1,Pomacentridae,Planktivore,acn.poly,Acanthochromis polyacanthus,12,11,0.0144,3.33,56.498386,0.621482246
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,3,1,Labridae,Planktivore,tha.ambl,Thalassoma amblycephalum,8,72,0.0123,3.097,7.705038288,0.554762757
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,3,1,Labridae,Planktivore,tha.ambl,Thalassoma amblycephalum,10,1,0.0123,3.097,15.37818607,0.015378186
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,3,1,Labridae,Planktivore,tha.ambl,Thalassoma amblycephalum,12,1,0.0123,3.097,27.0476433,0.027047643
Adara,Site 2,2016-12-03 00:00:00 UTC,2016,1240,5-10m,3,1,Labridae,Picker,tha.jans,Thalassoma jansenii,20,1,0.0123,3.097,131.581553,0.131581553
